公历日期,星期,农历年,农历月,农历日,年干支,属相,闰月,月干支,日干支,节气,节气时间,公历节日,农历节日,特殊节日,数九数伏
1985/6/18,星期二,1985,五月,初一,乙丑,牛,0,壬午,戊子,,,,,,
1985/6/19,星期三,1985,五月,初二,乙丑,牛,0,壬午,己丑,,,,,,
1985/6/20,星期四,1985,五月,初三,乙丑,牛,0,壬午,庚寅,,,,,,
1985/6/21,星期五,1985,五月,初四,乙丑,牛,0,壬午,辛卯,夏至,18:44:07,,,,
1985/6/22,星期六,1985,五月,初五,乙丑,牛,0,壬午,壬辰,,,,端午节,,
1985/6/23,星期日,1985,五月,初六,乙丑,牛,0,壬午,癸巳,,,,,,
1985/6/24,星期一,1985,五月,初七,乙丑,牛,0,壬午,甲午,,,,,,
1985/6/25,星期二,1985,五月,初八,乙丑,牛,0,壬午,乙未,,,,,,
1985/6/26,星期三,1985,五月,初九,乙丑,牛,0,壬午,丙申,,,,,,
1985/6/27,星期四,1985,五月,初十 ,乙丑,牛,0,壬午,丁酉,,,,,,
1985/6/28,星期五,1985,五月,十一,乙丑,牛,0,壬午,戊戌,,,,,,
1985/6/29,星期六,1985,五月,十二,乙丑,牛,0,壬午,己亥,,,,,,
1985/6/30,星期日,1985,五月,十三,乙丑,牛,0,壬午,庚子,,,,,,
1985/7/1,星期一,1985,五月,十四,乙丑,牛,0,壬午,辛丑,,,建党节,,,
1985/7/2,星期二,1985,五月,十五,乙丑,牛,0,壬午,壬寅,,,,,,
1985/7/3,星期三,1985,五月,十六,乙丑,牛,0,壬午,癸卯,,,,,,
1985/7/4,星期四,1985,五月,十七,乙丑,牛,0,壬午,甲辰,,,,,,
1985/7/5,星期五,1985,五月,十八,乙丑,牛,0,壬午,乙巳,,,,,,
1985/7/6,星期六,1985,五月,十九,乙丑,牛,0,壬午,丙午,,,,,,
1985/7/7,星期日,1985,五月,二十,乙丑,牛,0,癸未,丁未,小暑,12:18:35,,,,
1985/7/8,星期一,1985,五月,廿一,乙丑,牛,0,癸未,戊申,,,,,,
1985/7/9,星期二,1985,五月,廿二,乙丑,牛,0,癸未,己酉,,,,,,
1985/7/10,星期三,1985,五月,廿三,乙丑,牛,0,癸未,庚戌,,,,,,
1985/7/11,星期四,1985,五月,廿四,乙丑,牛,0,癸未,辛亥,,,,,,
1985/7/12,星期五,1985,五月,廿五,乙丑,牛,0,癸未,壬子,,,,,,
1985/7/13,星期六,1985,五月,廿六,乙丑,牛,0,癸未,癸丑,,,,,,
1985/7/14,星期日,1985,五月,廿七,乙丑,牛,0,癸未,甲寅,,,,,,
1985/7/15,星期一,1985,五月,廿八,乙丑,牛,0,癸未,乙卯,,,,,,
1985/7/16,星期二,1985,五月,廿九,乙丑,牛,0,癸未,丙辰,,,,,,
1985/7/17,星期三,1985,五月,三十,乙丑,牛,0,癸未,丁巳,,,,,,
1985/7/18,星期四,1985,六月,初一,乙丑,牛,0,癸未,戊午,,,,,,
1985/7/19,星期五,1985,六月,初二,乙丑,牛,0,癸未,己未,,,,,,
1985/7/20,星期六,1985,六月,初三,乙丑,牛,0,癸未,庚申,,,,,,初伏第一天
1985/7/21,星期日,1985,六月,初四,乙丑,牛,0,癸未,辛酉,,,,,,初伏第二天
1985/7/22,星期一,1985,六月,初五,乙丑,牛,0,癸未,壬戌,,,,,,初伏第三天
1985/7/23,星期二,1985,六月,初六,乙丑,牛,0,癸未,癸亥,大暑,5:36:26,,,,初伏第四天
1985/7/24,星期三,1985,六月,初七,乙丑,牛,0,癸未,甲子,,,,,,初伏第五天
1985/7/25,星期四,1985,六月,初八,乙丑,牛,0,癸未,乙丑,,,,,,初伏第六天
1985/7/26,星期五,1985,六月,初九,乙丑,牛,0,癸未,丙寅,,,,,,初伏第七天
1985/7/27,星期六,1985,六月,初十 ,乙丑,牛,0,癸未,丁卯,,,,,,初伏第八天
1985/7/28,星期日,1985,六月,十一,乙丑,牛,0,癸未,戊辰,,,,,,初伏第九天
1985/7/29,星期一,1985,六月,十二,乙丑,牛,0,癸未,己巳,,,,,,初伏第十天
1985/7/30,星期二,1985,六月,十三,乙丑,牛,0,癸未,庚午,,,,,,中伏第一天
1985/7/31,星期三,1985,六月,十四,乙丑,牛,0,癸未,辛未,,,,,,中伏第二天
1985/8/1,星期四,1985,六月,十五,乙丑,牛,0,癸未,壬申,,,建军节,,,中伏第三天
1985/8/2,星期五,1985,六月,十六,乙丑,牛,0,癸未,癸酉,,,,,,中伏第四天
1985/8/3,星期六,1985,六月,十七,乙丑,牛,0,癸未,甲戌,,,,,,中伏第五天
1985/8/4,星期日,1985,六月,十八,乙丑,牛,0,癸未,乙亥,,,,,,中伏第六天
1985/8/5,星期一,1985,六月,十九,乙丑,牛,0,癸未,丙子,,,,,,中伏第七天
1985/8/6,星期二,1985,六月,二十,乙丑,牛,0,癸未,丁丑,,,,,,中伏第八天
1985/8/7,星期三,1985,六月,廿一,乙丑,牛,0,甲申,戊寅,立秋,22:04:16,,,,中伏第九天
1985/8/8,星期四,1985,六月,廿二,乙丑,牛,0,甲申,己卯,,,,,,中伏第十天
1985/8/9,星期五,1985,六月,廿三,乙丑,牛,0,甲申,庚辰,,,,,,末伏第一天
1985/8/10,星期六,1985,六月,廿四,乙丑,牛,0,甲申,辛巳,,,,,,末伏第二天
1985/8/11,星期日,1985,六月,廿五,乙丑,牛,0,甲申,壬午,,,,,,末伏第三天
1985/8/12,星期一,1985,六月,廿六,乙丑,牛,0,甲申,癸未,,,,,,末伏第四天
1985/8/13,星期二,1985,六月,廿七,乙丑,牛,0,甲申,甲申,,,,,,末伏第五天
1985/8/14,星期三,1985,六月,廿八,乙丑,牛,0,甲申,乙酉,,,,,,末伏第六天
1985/8/15,星期四,1985,六月,廿九,乙丑,牛,0,甲申,丙戌,,,,,,末伏第七天
1985/8/16,星期五,1985,七月,初一,乙丑,牛,0,甲申,丁亥,,,,,,末伏第八天
1985/8/17,星期六,1985,七月,初二,乙丑,牛,0,甲申,戊子,,,,,,末伏第九天
1985/8/18,星期日,1985,七月,初三,乙丑,牛,0,甲申,己丑,,,,,,末伏第十天
1985/8/19,星期一,1985,七月,初四,乙丑,牛,0,甲申,庚寅,,,,,,
1985/8/20,星期二,1985,七月,初五,乙丑,牛,0,甲申,辛卯,,,,,,
1985/8/21,星期三,1985,七月,初六,乙丑,牛,0,甲申,壬辰,,,,,,
1985/8/22,星期四,1985,七月,初七,乙丑,牛,0,甲申,癸巳,,,,七夕,,
1985/8/23,星期五,1985,七月,初八,乙丑,牛,0,甲申,甲午,处暑,12:35:41,,,,
1985/8/24,星期六,1985,七月,初九,乙丑,牛,0,甲申,乙未,,,,,,
1985/8/25,星期日,1985,七月,初十 ,乙丑,牛,0,甲申,丙申,,,,,,
1985/8/26,星期一,1985,七月,十一,乙丑,牛,0,甲申,丁酉,,,,,,
1985/8/27,星期二,1985,七月,十二,乙丑,牛,0,甲申,戊戌,,,,,,
1985/8/28,星期三,1985,七月,十三,乙丑,牛,0,甲申,己亥,,,,,,
1985/8/29,星期四,1985,七月,十四,乙丑,牛,0,甲申,庚子,,,,,,
1985/8/30,星期五,1985,七月,十五,乙丑,牛,0,甲申,辛丑,,,,,,
1985/8/31,星期六,1985,七月,十六,乙丑,牛,0,甲申,壬寅,,,,,,
1985/9/1,星期日,1985,七月,十七,乙丑,牛,0,甲申,癸卯,,,,,,
1985/9/2,星期一,1985,七月,十八,乙丑,牛,0,甲申,甲辰,,,,,,
1985/9/3,星期二,1985,七月,十九,乙丑,牛,0,甲申,乙巳,,,,,,
1985/9/4,星期三,1985,七月,二十,乙丑,牛,0,甲申,丙午,,,,,,
1985/9/5,星期四,1985,七月,廿一,乙丑,牛,0,甲申,丁未,,,,,,
1985/9/6,星期五,1985,七月,廿二,乙丑,牛,0,甲申,戊申,,,,,,
1985/9/7,星期六,1985,七月,廿三,乙丑,牛,0,甲申,己酉,,,,,,
1985/9/8,星期日,1985,七月,廿四,乙丑,牛,0,乙酉,庚戌,白露,0:53:01,,,,
1985/9/9,星期一,1985,七月,廿五,乙丑,牛,0,乙酉,辛亥,,,,,,
1985/9/10,星期二,1985,七月,廿六,乙丑,牛,0,乙酉,壬子,,,,,,
1985/9/11,星期三,1985,七月,廿七,乙丑,牛,0,乙酉,癸丑,,,,,,
1985/9/12,星期四,1985,七月,廿八,乙丑,牛,0,乙酉,甲寅,,,,,,
1985/9/13,星期五,1985,七月,廿九,乙丑,牛,0,乙酉,乙卯,,,,,,
1985/9/14,星期六,1985,七月,三十,乙丑,牛,0,乙酉,丙辰,,,,,,
1985/9/15,星期日,1985,八月,初一,乙丑,牛,0,乙酉,丁巳,,,,,,
1985/9/16,星期一,1985,八月,初二,乙丑,牛,0,乙酉,戊午,,,,,,
1985/9/17,星期二,1985,八月,初三,乙丑,牛,0,乙酉,己未,,,,,,
1985/9/18,星期三,1985,八月,初四,乙丑,牛,0,乙酉,庚申,,,,,,
1985/9/19,星期四,1985,八月,初五,乙丑,牛,0,乙酉,辛酉,,,,,,
1985/9/20,星期五,1985,八月,初六,乙丑,牛,0,乙酉,壬戌,,,,,,
1985/9/21,星期六,1985,八月,初七,乙丑,牛,0,乙酉,癸亥,,,,,,
1985/9/22,星期日,1985,八月,初八,乙丑,牛,0,乙酉,甲子,,,,,,
1985/9/23,星期一,1985,八月,初九,乙丑,牛,0,乙酉,乙丑,秋分,10:07:27,,,,
1985/9/24,星期二,1985,八月,初十 ,乙丑,牛,0,乙酉,丙寅,,,,,,
1985/9/25,星期三,1985,八月,十一,乙丑,牛,0,乙酉,丁卯,,,,,,
1985/9/26,星期四,1985,八月,十二,乙丑,牛,0,乙酉,戊辰,,,,,,
1985/9/27,星期五,1985,八月,十三,乙丑,牛,0,乙酉,己巳,,,,,,
1985/9/28,星期六,1985,八月,十四,乙丑,牛,0,乙酉,庚午,,,,,,
1985/9/29,星期日,1985,八月,十五,乙丑,牛,0,乙酉,辛未,,,,中秋节,,
1985/9/30,星期一,1985,八月,十六,乙丑,牛,0,乙酉,壬申,,,,,,
1985/10/1,星期二,1985,八月,十七,乙丑,牛,0,乙酉,癸酉,,,国庆节,,,
1985/10/2,星期三,1985,八月,十八,乙丑,牛,0,乙酉,甲戌,,,,,,
1985/10/3,星期四,1985,八月,十九,乙丑,牛,0,乙酉,乙亥,,,,,,
1985/10/4,星期五,1985,八月,二十,乙丑,牛,0,乙酉,丙子,,,,,,
1985/10/5,星期六,1985,八月,廿一,乙丑,牛,0,乙酉,丁丑,,,,,,
1985/10/6,星期日,1985,八月,廿二,乙丑,牛,0,乙酉,戊寅,,,,,,
1985/10/7,星期一,1985,八月,廿三,乙丑,牛,0,乙酉,己卯,,,,,,
1985/10/8,星期二,1985,八月,廿四,乙丑,牛,0,丙戌,庚辰,寒露,16:24:33,,,,
1985/10/9,星期三,1985,八月,廿五,乙丑,牛,0,丙戌,辛巳,,,,,,
1985/10/10,星期四,1985,八月,廿六,乙丑,牛,0,丙戌,壬午,,,,,,
1985/10/11,星期五,1985,八月,廿七,乙丑,牛,0,丙戌,癸未,,,,,,
1985/10/12,星期六,1985,八月,廿八,乙丑,牛,0,丙戌,甲申,,,,,,
1985/10/13,星期日,1985,八月,廿九,乙丑,牛,0,丙戌,乙酉,,,,,,
1985/10/14,星期一,1985,九月,初一,乙丑,牛,0,丙戌,丙戌,,,,,,
1985/10/15,星期二,1985,九月,初二,乙丑,牛,0,丙戌,丁亥,,,,,,
1985/10/16,星期三,1985,九月,初三,乙丑,牛,0,丙戌,戊子,,,,,,
1985/10/17,星期四,1985,九月,初四,乙丑,牛,0,丙戌,己丑,,,,,,
1985/10/18,星期五,1985,九月,初五,乙丑,牛,0,丙戌,庚寅,,,,,,
1985/10/19,星期六,1985,九月,初六,乙丑,牛,0,丙戌,辛卯,,,,,,
1985/10/20,星期日,1985,九月,初七,乙丑,牛,0,丙戌,壬辰,,,,,,
1985/10/21,星期一,1985,九月,初八,乙丑,牛,0,丙戌,癸巳,,,,,,
1985/10/22,星期二,1985,九月,初九,乙丑,牛,0,丙戌,甲午,,,,重阳节,,
1985/10/23,星期三,1985,九月,初十 ,乙丑,牛,0,丙戌,乙未,霜降,19:21:52,,,,
1985/10/24,星期四,1985,九月,十一,乙丑,牛,0,丙戌,丙申,,,,,,
1985/10/25,星期五,1985,九月,十二,乙丑,牛,0,丙戌,丁酉,,,,,,
1985/10/26,星期六,1985,九月,十三,乙丑,牛,0,丙戌,戊戌,,,,,,
1985/10/27,星期日,1985,九月,十四,乙丑,牛,0,丙戌,己亥,,,,,,
1985/10/28,星期一,1985,九月,十五,乙丑,牛,0,丙戌,庚子,,,,,,
1985/10/29,星期二,1985,九月,十六,乙丑,牛,0,丙戌,辛丑,,,,,,
1985/10/30,星期三,1985,九月,十七,乙丑,牛,0,丙戌,壬寅,,,,,,
1985/10/31,星期四,1985,九月,十八,乙丑,牛,0,丙戌,癸卯,,,万圣节,,,
1985/11/1,星期五,1985,九月,十九,乙丑,牛,0,丙戌,甲辰,,,,,,
1985/11/2,星期六,1985,九月,二十,乙丑,牛,0,丙戌,乙巳,,,,,,
1985/11/3,星期日,1985,九月,廿一,乙丑,牛,0,丙戌,丙午,,,,,,
1985/11/4,星期一,1985,九月,廿二,乙丑,牛,0,丙戌,丁未,,,,,,
1985/11/5,星期二,1985,九月,廿三,乙丑,牛,0,丙戌,戊申,,,,,,
1985/11/6,星期三,1985,九月,廿四,乙丑,牛,0,丙戌,己酉,,,,,,
1985/11/7,星期四,1985,九月,廿五,乙丑,牛,0,丁亥,庚戌,立冬,19:29:29,,,,
1985/11/8,星期五,1985,九月,廿六,乙丑,牛,0,丁亥,辛亥,,,,,,
1985/11/9,星期六,1985,九月,廿七,乙丑,牛,0,丁亥,壬子,,,,,,
1985/11/10,星期日,1985,九月,廿八,乙丑,牛,0,丁亥,癸丑,,,,,,
1985/11/11,星期一,1985,九月,廿九,乙丑,牛,0,丁亥,甲寅,,,,,,
1985/11/12,星期二,1985,十月,初一,乙丑,牛,0,丁亥,乙卯,,,,,,
1985/11/13,星期三,1985,十月,初二,乙丑,牛,0,丁亥,丙辰,,,,,,
1985/11/14,星期四,1985,十月,初三,乙丑,牛,0,丁亥,丁巳,,,,,,
1985/11/15,星期五,1985,十月,初四,乙丑,牛,0,丁亥,戊午,,,,,,
1985/11/16,星期六,1985,十月,初五,乙丑,牛,0,丁亥,己未,,,,,,
1985/11/17,星期日,1985,十月,初六,乙丑,牛,0,丁亥,庚申,,,,,,
1985/11/18,星期一,1985,十月,初七,乙丑,牛,0,丁亥,辛酉,,,,,,
1985/11/19,星期二,1985,十月,初八,乙丑,牛,0,丁亥,壬戌,,,,,,
1985/11/20,星期三,1985,十月,初九,乙丑,牛,0,丁亥,癸亥,,,,,,
1985/11/21,星期四,1985,十月,初十 ,乙丑,牛,0,丁亥,甲子,,,,,,
1985/11/22,星期五,1985,十月,十一,乙丑,牛,0,丁亥,乙丑,小雪,16:50:46,,,,
1985/11/23,星期六,1985,十月,十二,乙丑,牛,0,丁亥,丙寅,,,,,,
1985/11/24,星期日,1985,十月,十三,乙丑,牛,0,丁亥,丁卯,,,,,,
1985/11/25,星期一,1985,十月,十四,乙丑,牛,0,丁亥,戊辰,,,,,,
1985/11/26,星期二,1985,十月,十五,乙丑,牛,0,丁亥,己巳,,,,,,
1985/11/27,星期三,1985,十月,十六,乙丑,牛,0,丁亥,庚午,,,,,,
1985/11/28,星期四,1985,十月,十七,乙丑,牛,0,丁亥,辛未,,,,,,
1985/11/29,星期五,1985,十月,十八,乙丑,牛,0,丁亥,壬申,,,,,,
1985/11/30,星期六,1985,十月,十九,乙丑,牛,0,丁亥,癸酉,,,,,,
1985/12/1,星期日,1985,十月,二十,乙丑,牛,0,丁亥,甲戌,,,,,,
1985/12/2,星期一,1985,十月,廿一,乙丑,牛,0,丁亥,乙亥,,,,,,
1985/12/3,星期二,1985,十月,廿二,乙丑,牛,0,丁亥,丙子,,,,,,
1985/12/4,星期三,1985,十月,廿三,乙丑,牛,0,丁亥,丁丑,,,,,,
1985/12/5,星期四,1985,十月,廿四,乙丑,牛,0,丁亥,戊寅,,,,,,
1985/12/6,星期五,1985,十月,廿五,乙丑,牛,0,丁亥,己卯,,,,,,
1985/12/7,星期六,1985,十月,廿六,乙丑,牛,0,戊子,庚辰,大雪,12:16:21,,,,
1985/12/8,星期日,1985,十月,廿七,乙丑,牛,0,戊子,辛巳,,,,,,
1985/12/9,星期一,1985,十月,廿八,乙丑,牛,0,戊子,壬午,,,,,,
1985/12/10,星期二,1985,十月,廿九,乙丑,牛,0,戊子,癸未,,,,,,
1985/12/11,星期三,1985,十月,三十,乙丑,牛,0,戊子,甲申,,,,,,
1985/12/12,星期四,1985,冬月,初一,乙丑,牛,0,戊子,乙酉,,,,,,
1985/12/13,星期五,1985,冬月,初二,乙丑,牛,0,戊子,丙戌,,,,,,
1985/12/14,星期六,1985,冬月,初三,乙丑,牛,0,戊子,丁亥,,,,,,
1985/12/15,星期日,1985,冬月,初四,乙丑,牛,0,戊子,戊子,,,,,,
1985/12/16,星期一,1985,冬月,初五,乙丑,牛,0,戊子,己丑,,,,,,
1985/12/17,星期二,1985,冬月,初六,乙丑,牛,0,戊子,庚寅,,,,,,
1985/12/18,星期三,1985,冬月,初七,乙丑,牛,0,戊子,辛卯,,,,,,
1985/12/19,星期四,1985,冬月,初八,乙丑,牛,0,戊子,壬辰,,,,,,
1985/12/20,星期五,1985,冬月,初九,乙丑,牛,0,戊子,癸巳,,,,,,
1985/12/21,星期六,1985,冬月,初十 ,乙丑,牛,0,戊子,甲午,,,,,,
1985/12/22,星期日,1985,冬月,十一,乙丑,牛,0,戊子,乙未,冬至,6:07:40,,,,一九第一天
1985/12/23,星期一,1985,冬月,十二,乙丑,牛,0,戊子,丙申,,,,,,一九第二天
1985/12/24,星期二,1985,冬月,十三,乙丑,牛,0,戊子,丁酉,,,平安夜,,,一九第三天
1985/12/25,星期三,1985,冬月,十四,乙丑,牛,0,戊子,戊戌,,,圣诞节,,,一九第四天
1985/12/26,星期四,1985,冬月,十五,乙丑,牛,0,戊子,己亥,,,,,,一九第五天
1985/12/27,星期五,1985,冬月,十六,乙丑,牛,0,戊子,庚子,,,,,,一九第六天
1985/12/28,星期六,1985,冬月,十七,乙丑,牛,0,戊子,辛丑,,,,,,一九第七天
1985/12/29,星期日,1985,冬月,十八,乙丑,牛,0,戊子,壬寅,,,,,,一九第八天
1985/12/30,星期一,1985,冬月,十九,乙丑,牛,0,戊子,癸卯,,,,,,一九第九天
1985/12/31,星期二,1985,冬月,二十,乙丑,牛,0,戊子,甲辰,,,,,,二九第一天
1986/1/1,星期三,1985,冬月,廿一,乙丑,牛,0,戊子,乙巳,,,元旦,,,二九第二天
1986/1/2,星期四,1985,冬月,廿二,乙丑,牛,0,戊子,丙午,,,,,,二九第三天
1986/1/3,星期五,1985,冬月,廿三,乙丑,牛,0,戊子,丁未,,,,,,二九第四天
1986/1/4,星期六,1985,冬月,廿四,乙丑,牛,0,戊子,戊申,,,,,,二九第五天
1986/1/5,星期日,1985,冬月,廿五,乙丑,牛,0,己丑,己酉,小寒,23:28:02,,,,二九第六天
1986/1/6,星期一,1985,冬月,廿六,乙丑,牛,0,己丑,庚戌,,,,,,二九第七天
1986/1/7,星期二,1985,冬月,廿七,乙丑,牛,0,己丑,辛亥,,,,,,二九第八天
1986/1/8,星期三,1985,冬月,廿八,乙丑,牛,0,己丑,壬子,,,,,,二九第九天
1986/1/9,星期四,1985,冬月,廿九,乙丑,牛,0,己丑,癸丑,,,,,,三九第一天
1986/1/10,星期五,1985,腊月,初一,乙丑,牛,0,己丑,甲寅,,,,,,三九第二天
1986/1/11,星期六,1985,腊月,初二,乙丑,牛,0,己丑,乙卯,,,,,,三九第三天
1986/1/12,星期日,1985,腊月,初三,乙丑,牛,0,己丑,丙辰,,,,,,三九第四天
1986/1/13,星期一,1985,腊月,初四,乙丑,牛,0,己丑,丁巳,,,,,,三九第五天
1986/1/14,星期二,1985,腊月,初五,乙丑,牛,0,己丑,戊午,,,,,,三九第六天
1986/1/15,星期三,1985,腊月,初六,乙丑,牛,0,己丑,己未,,,,,,三九第七天
1986/1/16,星期四,1985,腊月,初七,乙丑,牛,0,己丑,庚申,,,,,,三九第八天
1986/1/17,星期五,1985,腊月,初八,乙丑,牛,0,己丑,辛酉,,,,腊八节,,三九第九天
1986/1/18,星期六,1985,腊月,初九,乙丑,牛,0,己丑,壬戌,,,,,,四九第一天
1986/1/19,星期日,1985,腊月,初十 ,乙丑,牛,0,己丑,癸亥,,,,,,四九第二天
1986/1/20,星期一,1985,腊月,十一,乙丑,牛,0,己丑,甲子,大寒,16:46:12,,,,四九第三天
1986/1/21,星期二,1985,腊月,十二,乙丑,牛,0,己丑,乙丑,,,,,,四九第四天
1986/1/22,星期三,1985,腊月,十三,乙丑,牛,0,己丑,丙寅,,,,,,四九第五天
1986/1/23,星期四,1985,腊月,十四,乙丑,牛,0,己丑,丁卯,,,,,,四九第六天
1986/1/24,星期五,1985,腊月,十五,乙丑,牛,0,己丑,戊辰,,,,,,四九第七天
1986/1/25,星期六,1985,腊月,十六,乙丑,牛,0,己丑,己巳,,,,,,四九第八天
1986/1/26,星期日,1985,腊月,十七,乙丑,牛,0,己丑,庚午,,,,,,四九第九天
1986/1/27,星期一,1985,腊月,十八,乙丑,牛,0,己丑,辛未,,,,,,五九第一天
1986/1/28,星期二,1985,腊月,十九,乙丑,牛,0,己丑,壬申,,,,,,五九第二天
1986/1/29,星期三,1985,腊月,二十,乙丑,牛,0,己丑,癸酉,,,,,,五九第三天
1986/1/30,星期四,1985,腊月,廿一,乙丑,牛,0,己丑,甲戌,,,,,,五九第四天
1986/1/31,星期五,1985,腊月,廿二,乙丑,牛,0,己丑,乙亥,,,,,,五九第五天
1986/2/1,星期六,1985,腊月,廿三,乙丑,牛,0,己丑,丙子,,,,小年,,五九第六天
1986/2/2,星期日,1985,腊月,廿四,乙丑,牛,0,己丑,丁丑,,,,,,五九第七天
1986/2/3,星期一,1985,腊月,廿五,乙丑,牛,0,己丑,戊寅,,,,,,五九第八天
1986/2/4,星期二,1985,腊月,廿六,乙丑,牛,0,戊寅,己卯,立春,11:07:42,,,,五九第九天
1986/2/5,星期三,1985,腊月,廿七,乙丑,牛,0,戊寅,庚辰,,,,,,六九第一天
1986/2/6,星期四,1985,腊月,廿八,乙丑,牛,0,戊寅,辛巳,,,,,,六九第二天
1986/2/7,星期五,1985,腊月,廿九,乙丑,牛,0,戊寅,壬午,,,,,,六九第三天
1986/2/8,星期六,1985,腊月,三十,乙丑,牛,0,戊寅,癸未,,,,除夕,,六九第四天
1986/2/9,星期日,1986,正月,初一,丙寅,虎,0,庚寅,甲申,,,,春节,,六九第五天
1986/2/10,星期一,1986,正月,初二,丙寅,虎,0,庚寅,乙酉,,,,,,六九第六天
1986/2/11,星期二,1986,正月,初三,丙寅,虎,0,庚寅,丙戌,,,,,,六九第七天
1986/2/12,星期三,1986,正月,初四,丙寅,虎,0,庚寅,丁亥,,,,,,六九第八天
1986/2/13,星期四,1986,正月,初五,丙寅,虎,0,庚寅,戊子,,,,,,六九第九天
1986/2/14,星期五,1986,正月,初六,丙寅,虎,0,庚寅,己丑,,,情人节,,,七九第一天
1986/2/15,星期六,1986,正月,初七,丙寅,虎,0,庚寅,庚寅,,,,,,七九第二天
1986/2/16,星期日,1986,正月,初八,丙寅,虎,0,庚寅,辛卯,,,,,,七九第三天
1986/2/17,星期一,1986,正月,初九,丙寅,虎,0,庚寅,壬辰,,,,,,七九第四天
1986/2/18,星期二,1986,正月,初十 ,丙寅,虎,0,庚寅,癸巳,,,,,,七九第五天
1986/2/19,星期三,1986,正月,十一,丙寅,虎,0,庚寅,甲午,雨水,6:57:31,,,,七九第六天
1986/2/20,星期四,1986,正月,十二,丙寅,虎,0,庚寅,乙未,,,,,,七九第七天
1986/2/21,星期五,1986,正月,十三,丙寅,虎,0,庚寅,丙申,,,,,,七九第八天
1986/2/22,星期六,1986,正月,十四,丙寅,虎,0,庚寅,丁酉,,,,,,七九第九天
1986/2/23,星期日,1986,正月,十五,丙寅,虎,0,庚寅,戊戌,,,,元宵节,,八九第一天
1986/2/24,星期一,1986,正月,十六,丙寅,虎,0,庚寅,己亥,,,,,,八九第二天
1986/2/25,星期二,1986,正月,十七,丙寅,虎,0,庚寅,庚子,,,,,,八九第三天
1986/2/26,星期三,1986,正月,十八,丙寅,虎,0,庚寅,辛丑,,,,,,八九第四天
1986/2/27,星期四,1986,正月,十九,丙寅,虎,0,庚寅,壬寅,,,,,,八九第五天
1986/2/28,星期五,1986,正月,二十,丙寅,虎,0,庚寅,癸卯,,,,,,八九第六天
1986/3/1,星期六,1986,正月,廿一,丙寅,虎,0,庚寅,甲辰,,,,,,八九第七天
1986/3/2,星期日,1986,正月,廿二,丙寅,虎,0,庚寅,乙巳,,,,,,八九第八天
1986/3/3,星期一,1986,正月,廿三,丙寅,虎,0,庚寅,丙午,,,,,,八九第九天
1986/3/4,星期二,1986,正月,廿四,丙寅,虎,0,庚寅,丁未,,,,,,九九第一天
1986/3/5,星期三,1986,正月,廿五,丙寅,虎,0,庚寅,戊申,,,,,,九九第二天
1986/3/6,星期四,1986,正月,廿六,丙寅,虎,0,辛卯,己酉,惊蛰,5:12:08,,,,九九第三天
1986/3/7,星期五,1986,正月,廿七,丙寅,虎,0,辛卯,庚戌,,,,,,九九第四天
1986/3/8,星期六,1986,正月,廿八,丙寅,虎,0,辛卯,辛亥,,,妇女节,,,九九第五天
1986/3/9,星期日,1986,正月,廿九,丙寅,虎,0,辛卯,壬子,,,,,,九九第六天
1986/3/10,星期一,1986,二月,初一,丙寅,虎,0,辛卯,癸丑,,,,,,九九第七天
1986/3/11,星期二,1986,二月,初二,丙寅,虎,0,辛卯,甲寅,,,,龙抬头,,九九第八天
1986/3/12,星期三,1986,二月,初三,丙寅,虎,0,辛卯,乙卯,,,植树节,,,九九第九天
1986/3/13,星期四,1986,二月,初四,丙寅,虎,0,辛卯,丙辰,,,,,,
1986/3/14,星期五,1986,二月,初五,丙寅,虎,0,辛卯,丁巳,,,,,,
1986/3/15,星期六,1986,二月,初六,丙寅,虎,0,辛卯,戊午,,,,,,
1986/3/16,星期日,1986,二月,初七,丙寅,虎,0,辛卯,己未,,,,,,
1986/3/17,星期一,1986,二月,初八,丙寅,虎,0,辛卯,庚申,,,,,,
1986/3/18,星期二,1986,二月,初九,丙寅,虎,0,辛卯,辛酉,,,,,,
1986/3/19,星期三,1986,二月,初十 ,丙寅,虎,0,辛卯,壬戌,,,,,,
1986/3/20,星期四,1986,二月,十一,丙寅,虎,0,辛卯,癸亥,,,,,,
1986/3/21,星期五,1986,二月,十二,丙寅,虎,0,辛卯,甲子,春分,6:02:41,,,,
1986/3/22,星期六,1986,二月,十三,丙寅,虎,0,辛卯,乙丑,,,,,,
1986/3/23,星期日,1986,二月,十四,丙寅,虎,0,辛卯,丙寅,,,,,,
1986/3/24,星期一,1986,二月,十五,丙寅,虎,0,辛卯,丁卯,,,,,,
1986/3/25,星期二,1986,二月,十六,丙寅,虎,0,辛卯,戊辰,,,,,,
1986/3/26,星期三,1986,二月,十七,丙寅,虎,0,辛卯,己巳,,,,,,
1986/3/27,星期四,1986,二月,十八,丙寅,虎,0,辛卯,庚午,,,,,,
1986/3/28,星期五,1986,二月,十九,丙寅,虎,0,辛卯,辛未,,,,,,
1986/3/29,星期六,1986,二月,二十,丙寅,虎,0,辛卯,壬申,,,,,,
1986/3/30,星期日,1986,二月,廿一,丙寅,虎,0,辛卯,癸酉,,,,,,
1986/3/31,星期一,1986,二月,廿二,丙寅,虎,0,辛卯,甲戌,,,,,,
